"品番","バーコード","品名","規格1","規格2","ロット","消費期限","在庫区分","総在庫数","在庫数","ロケーション"
"FT-Third-004-1","4580796920059","The Third マンゴー 1箱【日本製】","","","","","新品","43","43","C01-1"
"FT-Third-004-10","4580796920066","The Third マンゴー 10箱(1カートン)【日本製】","","","","","新品","55","55","A01-2"
"FT-Third-CSBM-001-1","4580796920462","The Third カプセル ブレイクメンソール 1箱【日本製】","","","","","新品","642","642","C01-1"
"FT-Third-CSBM-001-10","4580796920479","The Third カプセル ブレイクメンソール 10箱(1カートン) 【日本製】","","","","","新品","13","13","A01-2"
"FT-Third-CSCR-002-1","4580796920493","The Third カプセル アイスシトラス 1箱【日本製】","","","","","新品","819","819","C01-1"
"FT-Third-CSCR-002-10","4580796920509","The Third カプセル アイスシトラス 10箱(1カートン) 【日本製】","","","","","新品","14","14","A01-2"
"FT-Third-CSPM-003-1","4580796920554","The Third カプセル ピーチ&マンゴ 1箱【日本製】","","","","","新品","840","840","C01-1"
"FT-Third-CSPM-003-10","4580796920561","The Third カプセル ピーチ&マンゴ 10箱(1カートン) 【日本製】","","","","","新品","10","10","A01-2"
"KH-205","4562350983243","超音波アロマLED加湿器 レイドロップ2.4L","","","","","新品","6","6","B02-6"
"LOYE-LC-008","4582667340126","USBケーブル Type-C 2m","","","","","新品","8","8","C01-6"
"RW-Third-004-SMP","RW-Third-004-SMP","ザ・サード マンゴー(サンプル)","","","","","新品","123","123","A01-2"
"SKS-ISD-001","4589838530676","非接触式電子温度計 インセカンズ","","","","","新品","908","908","MB02-2"
"TAP-SP2114MG-5W","4969887826560","雷ガードタップ（2P・4個口・5m）","","","","","新品","44","44","A02-3"
"TAP-SP2116MG-5W","4969887826577","サンワサプライ 雷ガードタップ","","","","","新品","4","4","A02-4"
"TMA07J6","4562441907011","TMランジェリーソープ(容量：120mL)","","","","","新品","1784","104","B02-5"
"TMHG65-500","4562441906625","ハンドジェル500ml詰替え用 MADE IN CHINA","","","","","新品","73728","73728","Y-ITSM-Y"
"TOA-AACGF-001","4582667355779","グッスル アミノ酸含有加工食品","","","","20231228","仕掛","466","466","A02-3"
"TOA-AKURIRU01","4562441907240","アクリルパーテーション","","","","","新品","396","36","B02-4"
"TOA-ALASD-002","4582667358398","アラシールドゼリー アフターメンテナンス","","","","20240206","新品","189","189","B02-1"
"TOA-BL-HS-BK","4580743140400","G ビューティドットラボ ストレートヘアアイロン ブラック","","","","","新品","88","88","A02-6"
"TOA-BL-HS-WT","4580743143241","G ビューティドットラボ ストレートヘアアイロン ホワイト","","","","","新品","201","201","A02-6"
"TOA-BL-HSB-BK","4580743140578","G ビューティドットラボ ストレートヘアブラシ ブラック","","","","","新品","115","115","A02-6"
"TOA-BLCIR-BK","4570140091719","ビューティドットラボ　カールヘアアイロン　ブラック","","","","","新品","50","50","A02-6"
"TOA-CA-CPHMT-001","4570140093010","キャプヘルメット（マットブラック）","","","","","新品","11","11","C01-6"
"TOA-CAA-RD","4580743145382","抗原・抗体検査ペン型デバイス","","","","20250107","新品","215","215","B02-4"
"TOA-CBDHL-001","4562441908940","CBD HEAL 1箱(20本入り)","","","","","新品","192","192","C01-1"
"TOA-CBDHL-002","4562441908957","CBD HEAL 1カートン(10箱入り)","","","","","新品","674","674","A01-6"
"TOA-CBDRA-1","4562441908711","幸福のひかり CBD","","","","","新品","18","18","C01-2"
"TOA-CBF-001-BK","4562441906236","COOL&BLOW NECKFAN(ブラック)","","","","","新品","37","37","LC01-3"
"TOA-CBF-001-BL","4562441906557","COOL&BLOW NECKFAN(ブルー)","","","","","新品","5","5","LC01-3"
"TOA-CBT-HS","4580743145603","カンナビスヘンプシード","","","","","新品","232","232","A02-2"
"TOA-CBT-HS2","4580743148987","カンナビタスヘンプシード(新パッケージ)","","","","","新品","38","38","C02-3"
"TOA-ClairPARIS-WH-1","4562441903600","クレールパリ(白)1000ml【1本】","","","","","新品","407","407","C02-4"
"TOA-CO2MG-001","4562441908186","CO2マネージャー","","","","","新品","1","1","C01-4"
"TOA-CO2MG-002-MN","4562441909091","CO2マネージャーミニ","","","","","新品","2","2","C02-2"
"TOA-CO2MG-003-MB","4562441909213","モバイルCO2マネージャー","","","","","新品","4","4","A01-3"
"TOA-COAG-ST","4582667345404","新型コロナウィルス抗原検査スティックTM","","","","20250101","新品","26704","3664","B01-1"
"TOA-COAG-ST3IN1CN","4582667350941","新型コロナウィルス抗原検査スティックTMN 3in1","","","","","新品","393","393","B02-4"
"TOA-CTHE-002","4562441907363","カテヒール 1箱(20本入り)","","","","","新品","753","753","C02-3"
"TOA-CTHE-SMP","TOA-CTHE-SMP","カテヒール(サンプル)","","","","","新品","139","139","A01-2"
"TOA-DNRNG-BE","4582667353751","USB充電式首用カイロ 暖リング(ベージュ)","","","","","新品","156","156","C02-2"
"TOA-DSPTR-001","4562441909510","サーモマネージャー/サーモマネージャーEX専用ディスペンサートレイ","","","","","新品","22","22","A02-2"
"TOA-FLRG-BB-L-BL","4570140093614","フロスティリング BB （L） ブルー","","","","","新品","1","1","LC01-3"
"TOA-GNDGK-001","4580743144835","ダイエット対策太りやすい遺伝子調査","","","","20240331","新品","414","414","A02-4"
"TOA-GNSGK-001","4582667352785","GENO(ジェノ) 睡眠タイプ関連遺伝子調査","","","","20240930","新品","2323","43","C01-6"
"TOA-LS-CHINC-001","4570140091214","ル・シーシャ チルインカップ（ピーチティー）","","","","","新品","14","14","C02-3"
"TOA-LS-CHINC-002","4570140091221","ル・シーシャ チルインカップ（タピオカミルクティー）","","","","","新品","28","28","C02-3"
"TOA-LS-CHINC-003","4570140091238","ル・シーシャ チルインカップ（ブルーベリーヨーグルト）","","","","","新品","7","7","C02-3"
"TOA-LS-CHINC-004","4570140091245","ル・シーシャ チルインカップ（メロンミルク）","","","","","新品","1","1","C02-3"
"TOA-LS-LSP-001","4582667357087","ル・シーシャ ポケット(シガー)","","","","","新品","88","88","C02-3"
"TOA-LS-LSP-002","4582667357094","ル・シーシャ ポケット(キャラメルマキアート)","","","","","新品","70","70","C02-3"
"TOA-LS-LSP-003","4582667357100","ル・シーシャ ポケット(ラム酒)","","","","","新品","130","130","C02-3"
"TOA-LS-LSP-004","4582667357117","ル・シーシャ ポケット(ピーチリキュール)","","","","","新品","53","53","C02-3"
"TOA-LS-LSP-005","4582667357124","ル・シーシャ ポケット(スーパーメンソール)","","","","","新品","49","49","C02-3"
"TOA-LS-PM-001","4570140091177","ル・シーシャ パーム (メンソール)","","","","","新品","116","116","C02-8"
"TOA-LS-PM-002","4570140091184","ル・シーシャ　パーム (ザクロ)","","","","","新品","142","142","C02-8"
"TOA-LS-PM-003","4570140091191","ル・シーシャ　パーム (ぶどう)","","","","","新品","120","120","C02-8"
"TOA-LV-DACF-001","4582667356219","ドローン型エアコンファン","","","","","新品","62","62","LC02-3"
"TOA-NVSO-01","4582667358534","NEW VIRUS SHUT OUT ウイルスシャットアウト","","","","","新品","13353","503","C01-2"
"TOA-OXINV-001","4562441908827","OXINAVI(オキシナビ)","","","","","新品","56","56","B02-2"
"TOA-OXITC-001","4562441908896","OXITECH(オキシテック","","","","","新品","389","389","B02-5"
"TOA-PTCAT-001","4582667356462","ペット専用新型コロナウイルス抗原検査キット","","","","20241224","新品","8900","100","C01-6"
"TOA-R-THMAC-003","4582667348955","サーモマネージャーAC用 小型プリンタ―","","","","","新品","13","13","A01-1"
"TOA-RWCIR-BG-L","4582667353324","リウォームカイロ(ベージュ)・Lサイズ","","","","","新品","60","60","B01-2"
"TOA-RWCIR-PC-BG","4582667353409","リウォームカイロ ポケット(ベージュ)","","","","","新品","65","65","B01-5"
"TOA-RWCIR-PC-PP","4582667353423","リウォームカイロ ポケット(パープル)","","","","","新品","58","58","B01-5"
"TOA-RWCIR-PC-WT","4582667353416","リウォームカイロ ポケット(ホワイト)","","","","","新品","85","85","B01-5"
"TOA-RWCIR-PP-L","4582667353355","リウォームカイロ(パープル)・Lサイズ","","","","","新品","14","14","B01-2"
"TOA-RWCIR-PP-M","4582667353348","リウォームカイロ(パープル)・Mサイズ","","","","","新品","40","40","B01-2"
"TOA-RWCIR-WT-L","4582667353294","リウォームカイロ(ホワイト)・Lサイズ","","","","","新品","14","14","B01-3"
"TOA-RWCIR-WT-M","4582667353287","リウォームカイロ(ホワイト)・Mサイズ","","","","","新品","186","186","B01-3"
"TOA-SGOSV-001","4562441909367","G 凄泡サーバー ビール泡立て器","","","","","新品","2","2","B01-2"
"TOA-TFR-001","4562441907035","TEFRESH(テフレッシュ)","","","","","新品","62","62","A01-5"
"TOA-THMAC-1000","4580743143425","サーモマネージャーAC","","","","","新品","14","14","A01-4"
"TOA-THMCR-1000","4562441909626","非接触式温度検知器サーモクロス","","","","","新品","39","7","A01-1"
"TOA-TM-0T-CLMSP-001","4582667355816","Calm Space（耳栓）","","","","","新品","3","3","A01-3"
"TOA-TM-BE-CHRHG-001","4582667341611","キャラクターヘアゴム 20pcsセット","","","","","新品","39","39","C01-6"
"TOA-TM-BE-DENPS-001","4582667358992","６in1電動ネイルトリマー","","","","","新品","12","12","C02-2"
"TOA-TM-BE-DISFB-007","4582667341284","drop in spa ボディブラシ","","","","","新品","25","25","B02-4"
"TOA-TM-BE-EFCCB-001","4582667341420","Beautopus. 電動音波振動ブラシEX","","","","","新品","34","34","C02-6"
"TOA-TM-BE-FMMGC-001","4582667352815","ふんわり巻ける前髪用カーラー 2個入り","","","","","新品","24","24","A01-3"
"TOA-TM-BE-FTAPE-001","4582667348047","フラッシュテープ","","","","","新品","310","310","B02-1"
"TOA-TM-BE-FTEET-001","4582667355106","二重アイテープ","","","","","新品","24","24","B02-1"
"TOA-TM-BE-HCLPB-001","4582667357902","ヘアクリップ ベーシック（ダッカール 2本セット）","","","","","新品","6","6","A01-5"
"TOA-TM-BE-LUXCT-002","4582667356998","贅沢コットン(なめらか)","","","","","新品","1008","1008","LC02-2"
"TOA-TM-BE-MGMKB-001","4582667346548","マグネットメイクブラシ 5本セット","","","","","新品","89","89","B02-6"
"TOA-TM-BE-NADCS-001","4582667352136","ネイルデコシール","","","","","新品","25","25","C01-3"
"TOA-TM-BE-NCDST-001","4582667358244","ネイルケア デュアルスティック","","","","","新品","2","2","A02-1"
"TOA-TM-BE-PKCLT-001","4582667355793","クレンジングタオル(携帯用)","","","","","新品","90","90","A01-5"
"TOA-TM-BE-SLFCB-001","4582667341581","Beautopus.MINIシリコン洗顔ブラシ","","","","","新品","187","187","C02-5"
"TOA-TM-BE-WPLFE-001","4582667341437","Beautopus. ウォーターピーリング美顔器","","","","","新品","34","34","B02-5"
"TOA-TM-BG-GDJPC-001","4582667357681","ガジェットポーチ","","","","","新品","1","1","A01-3"
"TOA-TM-BG-KDSR1-001","4582667347651","キッズリュック イエロー","","","","","新品","1","1","B02-6"
"TOA-TM-BKMSP-003","4580743143630","G 美姿勢キーパー Ｌ","","","","","新品","247","247","A01-5"
"TOA-TM-BOLST-001","4580743144798","G ミニボウリング セット","","","","","新品","60","60","C02-6"
"TOA-TM-BTBRS-001","4580743145740","シリコンボトルブラシ","","","","","新品","799","799","C01-2"
"TOA-TM-BU-AUTCL-001","4582667352259","オート クリップ","","","","","新品","10","10","A02-4"
"TOA-TM-BU-CCCLP-001","4582667341383","クリップ(星)","","","","","新品","27","27","B02-6"
"TOA-TM-BU-CCCLP-003","4582667341406","クリップ(トナカイ)","","","","","新品","75","75","B02-4"
"TOA-TM-BU-DLCLP-002","4582667340492","ダブルクリップ 25mm×48pcs","","","","","新品","22","22","A01-6"
"TOA-TM-BU-DLCLP-004","4582667347828","ダブルクリップ4カラー25?ｘ48PCS","","","","","新品","18","18","C01-4"
"TOA-TM-BU-HLTCP-001","4582667341499","蛍光ペン2色セット","","","","","新品","14","14","C01-3"
"TOA-TM-BU-LLBA5-002","4582667357308","ルーズリーフ　バインダー（A5判‐20穴　クリア）","","","","","新品","26","26","B02-6"
"TOA-TM-BU-MGUTH-001","4582667342731","mugy? ツボヘッド","","","","","新品","89","89","C02-5"
"TOA-TM-BU-ONIEN-001","4582667351153","プラスチックおにぎりえんぴつ(HBオレンジ30本入り)","","","","","新品","27","27","C01-4"
"TOA-TM-BU-PPSPC-001","4582667353850","PUNI PARKスタンドペンケース(クロネコ)","","","","","新品","20","20","A02-5"
"TOA-TM-BU-PPSPC-002","4582667353867","PUNI PARKスタンドペンケース(パンダ)","","","","","新品","20","20","A02-5"
"TOA-TM-BU-PPSPC-003","4582667353874","PUNI PARKスタンドペンケース(ユニコーン)","","","","","新品","20","20","C02-6"
"TOA-TM-BU-SPRGP-001","4582667356288","シャープペンシル 替芯 HB 0.5mm 2 個セット","","","","","新品","24","24","A01-3"
"TOA-TM-BU-STPNE-001","4582667352679","ステープラ―針(10号針)","","","","","新品","17","17","A01-5"
"TOA-TM-BU-TJCLD-001","4582667356974","卓上カレンダー2023","","","","","仕掛","26","26","C02-2"
"TOA-TM-BU-TPCTR-001","4570140091627","テープカッター（15mm × 5M）","","","","","新品","170","170","C02-6"
"TOA-TM-CLPEN-002","4580743148697","色鉛筆 12色","","","","","新品","17","17","C01-4"
"TOA-TM-DISFB-001","4580743146785","drop in spa 洗顔ブラシ ハンドルタイプ","","","","","新品","26","26","A02-5"
"TOA-TM-DRMCT-001","4580743148802","排水口髪の毛キャッチャー","","","","","新品","30","30","B01-6"
"TOA-TM-ES-AGILE-002","4582667355311","AGILE SHAVE 三枚刃カミソリ","","","","","新品","28","28","C01-2"
"TOA-TM-ES-ECCSB-001","4582667357490","電子タバコ・電子機器用綿棒(14本入)","","","","","新品","14","14","A02-1"
